companyid,locationid,state,patientid,procedure_code,production,description,week_start_date,year
V509028,3-Jan,AZ,833,I7723,44.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2017-05-22,2017
V509028,3-Jan,AZ,322,910,70.04,URINALYSIS ~ IDEXX,2017-10-09,2017
V509028,3-Jan,AZ,544,IRL24639,50.56,IDEXX FECAL DX PROFILE W GIARDIA,2017-11-27,2017
V509028,3-Jan,AZ,196,IL31829,133.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2018-01-01,2018
V509028,3-Jan,AZ,645,IL31829,128.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2018-01-08,2018
V509028,3-Jan,AZ,411,IL75B,168.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-01-22,2018
V509028,3-Jan,AZ,529,IL5013,58.0,IDEXX FECAL DX OVA AND ANTIGEN,2018-02-19,2018
V509028,3-Jan,AZ,638,1827,111.11,IDEXX TOTAL HEALTH + T4 #759999,2018-03-12,2018
V509028,3-Jan,AZ,892,27007,159.0,SENIOR PROFILE - IDEXX,2018-04-02,2018
V509028,3-Jan,AZ,127,GIAFF,79.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2018-04-16,2018
V509028,3-Jan,AZ,141,910,66.04,URINALYSIS ~ IDEXX,2018-04-23,2018
V509028,3-Jan,AZ,627,IL5199,47.48,IDEXX FECAL DX ANTIGEN,2018-06-18,2018
V509028,3-Jan,AZ,592,PREAXBW,109.6,IDEXX PABW,2018-06-25,2018
V509028,3-Jan,AZ,712,IDX101,97.31,IDEXX CHEM 15,2018-08-06,2018
V509028,3-Jan,AZ,940,48019999,261.0,FELINE PLUS (IDEXX),2018-08-06,2018
V509028,3-Jan,AZ,599,42739999,428.7,IDEXX CANINE BLOODWORK PACKAGE,2018-10-08,2018
V509028,3-Jan,AZ,556,6120,70.0,IDEXX - CHEM 10 RECHECK,2018-11-05,2018
V509028,3-Jan,AZ,210,3231,61.96,FECAL O&P PRIMATE - IDEXX #320388,2018-11-12,2018
V509028,3-Jan,AZ,105,FDX,53.0,FECAL DX (IDEXX),2018-12-24,2018
V509028,3-Jan,AZ,204,FDX,46.0,FECAL DX (IDEXX),2019-01-28,2019
V509028,3-Jan,AZ,866,48019999,275.0,FELINE PLUS (IDEXX),2019-04-15,2019
V509028,3-Jan,AZ,787,IDX105,58.81,IDEXX CBC,2019-05-13,2019
V509028,3-Jan,AZ,693,IL45139,169.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2019-07-01,2019
V509028,3-Jan,AZ,160,IL9400,103.15,IDEXX URINALYSIS WITH UPC,2019-07-08,2019
V509028,3-Jan,AZ,634,910,72.8,IDEXX URINALYSIS,2019-08-12,2019
V509028,3-Jan,AZ,607,176140,28.0,IDEXX CATALYST LYTE 4,2019-08-19,2019
V509028,3-Jan,AZ,948,FECALDX,82.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2019-08-19,2019
V509028,3-Jan,AZ,484,RX7244,65.0,4DX HEARTWORM - IDEXX,2019-08-26,2019
V509028,3-Jan,AZ,981,176140,30.0,IDEXX CATALYST LYTE 4,2019-09-09,2019
V509028,3-Jan,AZ,739,IR501,49.0,IDEXX FECAL O&P,2019-10-14,2019
V509028,3-Jan,AZ,611,IL31829,97.92,IDEXX K9 COMP PARASITE SCREEN,2019-12-02,2019
V509028,3-Jan,AZ,692,3231,61.96,FECAL O&P PRIMATE - IDEXX #320389,2020-01-06,2020
V509028,3-Jan,AZ,372,IL90999,272.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2020-01-27,2020
V509028,3-Jan,AZ,984,IL501,64.0,IDEXX OVA AND PARASITES (FECAL),2020-02-10,2020
V509028,3-Jan,AZ,761,759999,199.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2020-04-20,2020
V509028,3-Jan,AZ,720,27007,170.0,SENIOR PROFILE - IDEXX,2020-04-27,2020
V509028,3-Jan,AZ,635,6240,167.0,SA IDEXX B12(2013),2020-06-15,2020
V509028,3-Jan,AZ,737,FDX,54.0,FECAL DX (IDEXX),2020-07-27,2020
V509028,3-Jan,AZ,119,URINE,61.5,URINALYSIS IN HOUSE - IDEXX,2020-09-07,2020
V509028,3-Jan,AZ,541,3231,57.96,FECAL O&P PRIMATE - IDEXX #320381,2020-11-02,2020
V509028,3-Jan,AZ,711,3231,60.96,FECAL O&P PRIMATE - IDEXX #320388,2020-11-02,2020
V509028,3-Jan,AZ,879,FECALDX,81.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2020-11-23,2020
V509028,3-Jan,AZ,759,SA705,121.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2020-11-30,2020
V509028,3-Jan,AZ,941,URINE,69.5,URINALYSIS IN HOUSE - IDEXX,2021-03-08,2021
V509028,3-Jan,AZ,723,IL75B,173.0,IDEXX TOTAL HEALTH PLUS BASIC**,2021-03-15,2021
V509028,3-Jan,AZ,749,IL32159,180.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2021-03-22,2021
V509028,3-Jan,AZ,734,490IDX,46.5,IDEXX HEARTWORM SNAP TEST,2021-06-14,2021
V509028,3-Jan,AZ,413,IL31829,100.92,IDEXX K9 COMP PARASITE SCREEN,2021-11-01,2021
V509028,3-Jan,AZ,145,FDX,50.0,FECAL DX (IDEXX),2021-11-22,2021
V509028,3-Jan,AZ,213,42739999,469.7,IDEXX CANINE BLOODWORK PACKAGE,2022-06-13,2022
V509028,3-Jan,AZ,190,IL9400,103.15,IDEXX URINALYSIS WITH UPC,2022-08-22,2022
V509028,3-Jan,AZ,820,3231,57.96,FECAL O&P PRIMATE - IDEXX #320389,2022-09-12,2022
V509028,3-Jan,AZ,358,IL5010,47.49,IDEXX OVA AND PARASITES 3 OR MORE,2022-09-12,2022
V509028,3-Jan,AZ,363,PREAXBW,118.6,IDEXX PABW,2022-09-12,2022
V509028,3-Jan,AZ,713,IL5199,44.48,IDEXX FECAL DX ANTIGEN,2022-10-10,2022
V509028,3-Jan,AZ,833,IL32159,185.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2022-11-21,2022
V509028,3-Jan,AZ,963,HF248,186.0,ZRADIOLOGY CONSULT (IDEXX) HF,2022-12-26,2022
V509028,3-Jan,AZ,591,IL75B,166.0,IDEXX TOTAL HEALTH PLUS BASIC**,2023-03-20,2023
V509028,3-Jan,AZ,313,176140,32.0,IDEXX CATALYST LYTE 4,2023-04-24,2023
V509028,3-Jan,AZ,666,GIAFF,75.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2023-08-21,2023
V509028,3-Jan,AZ,116,24639,89.57,IDEXX FECAL DX PROFILE W GIARDIA,2023-10-02,2023
V509028,3-Jan,AZ,162,3231,52.96,FECAL O&P PRIMATE - IDEXX #320438,2023-10-09,2023
V509028,3-Jan,AZ,324,IL5010,44.49,IDEXX OVA AND PARASITES 3 OR MORE,2023-12-11,2023
V509028,1-Jan,WA,531,I7723,45.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2017-02-06,2017
V509028,1-Jan,WA,273,1827,106.11,IDEXX TOTAL HEALTH + T4 #759999,2017-02-13,2017
V509028,1-Jan,WA,352,3231,59.96,FECAL O&P PRIMATE - IDEXX #320389,2017-02-27,2017
V509028,1-Jan,WA,571,SA705,121.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2017-03-13,2017
V509028,1-Jan,WA,437,1773,34.01,IDEXX CBC (PROCYTE) INHOUSE,2017-03-13,2017
V509028,1-Jan,WA,766,IL5013,64.0,IDEXX FECAL DX OVA AND ANTIGEN,2017-03-27,2017
V509028,1-Jan,WA,668,IL75B,163.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-04-03,2017
V509028,1-Jan,WA,280,IL75B,165.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-05-22,2017
V509028,1-Jan,WA,715,2463,59.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2017-06-05,2017
V509028,1-Jan,WA,164,31803,127.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2017-07-03,2017
V509028,1-Jan,WA,197,HF248,187.0,ZRADIOLOGY CONSULT (IDEXX) HF,2017-07-24,2017
V509028,1-Jan,WA,701,1827,109.11,IDEXX TOTAL HEALTH + T4 #759999,2017-08-07,2017
V509028,1-Jan,WA,613,ID804,124.0,IDEXX TOTAL T4,2017-10-23,2017
V509028,1-Jan,WA,298,3231,52.96,FECAL O&P PRIMATE - IDEXX #320389,2017-11-27,2017
V509028,1-Jan,WA,104,IL9461,142.0,IDEXX URINE CORT/CREATINE ADD-ON,2018-02-12,2018
V509028,1-Jan,WA,492,IL3808,167.05,IDEXX COMP DIARRHEA PROFILE K9,2018-03-19,2018
V509028,1-Jan,WA,970,IL75B,171.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-05-07,2018
V509028,1-Jan,WA,527,3231,57.96,FECAL O&P PRIMATE - IDEXX #320437,2018-05-21,2018
V509028,1-Jan,WA,187,3231,60.96,FECAL O&P PRIMATE - IDEXX #320381,2018-05-21,2018
V509028,1-Jan,WA,323,FECA,40.0,FECAL PANEL TO IDEXX,2018-07-16,2018
V509028,1-Jan,WA,473,910,63.04,URINALYSIS ~ IDEXX,2018-11-12,2018
V509028,1-Jan,WA,163,FECA,34.0,FECAL PANEL TO IDEXX,2018-12-03,2018
V509028,1-Jan,WA,793,IL22159,88.0,IDEXX PRE-OP PANEL/ADULT PANEL,2019-01-21,2019
V509028,1-Jan,WA,959,IL9461,133.0,IDEXX URINE CORT/CREATINE ADD-ON,2019-04-08,2019
V509028,1-Jan,WA,700,776,126.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2019-05-06,2019
V509028,1-Jan,WA,270,HF248,186.0,ZRADIOLOGY CONSULT (IDEXX) HF,2019-07-15,2019
V509028,1-Jan,WA,701,910,63.04,URINALYSIS ~ IDEXX,2019-08-26,2019
V509028,1-Jan,WA,883,IR501,46.0,IDEXX FECAL O&P,2019-11-11,2019
V509028,1-Jan,WA,397,13867,74.0,IDEXX PHENOBARBITAL (1000),2019-11-18,2019
V509028,1-Jan,WA,373,URINE,69.5,URINALYSIS IN HOUSE - IDEXX,2019-12-09,2019
V509028,1-Jan,WA,581,13867,75.0,IDEXX PHENOBARBITAL (1000),2020-01-27,2020
V509028,1-Jan,WA,886,IL5013,62.0,IDEXX FECAL DX OVA AND ANTIGEN,2020-03-30,2020
V509028,1-Jan,WA,494,1248,268.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2020-06-29,2020
V509028,1-Jan,WA,567,IL5010,44.49,IDEXX OVA AND PARASITES 3 OR MORE,2020-08-03,2020
V509028,1-Jan,WA,874,IL31829,102.92,IDEXX K9 COMP PARASITE SCREEN,2020-08-17,2020
V509028,1-Jan,WA,961,I7723,43.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2020-08-24,2020
V509028,1-Jan,WA,987,1189,129.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2020-10-19,2020
V509028,1-Jan,WA,379,6120,73.0,IDEXX - CHEM 10 RECHECK,2021-02-01,2021
V509028,1-Jan,WA,341,759999,194.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2021-05-10,2021
V509028,1-Jan,WA,776,4DX,57.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2021-05-17,2021
V509028,1-Jan,WA,305,176140,35.0,IDEXX CATALYST LYTE 4,2021-05-17,2021
V509028,1-Jan,WA,887,HF248,199.0,ZRADIOLOGY CONSULT (IDEXX) HF,2021-11-29,2021
V509028,1-Jan,WA,867,I910,78.0,IDEXX URINALYSIS,2022-02-21,2022
V509028,1-Jan,WA,773,10132,43.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2022-02-21,2022
V509028,1-Jan,WA,550,IL5013,64.0,IDEXX FECAL DX OVA AND ANTIGEN,2022-03-14,2022
V509028,1-Jan,WA,851,910,64.04,URINALYSIS ~ IDEXX,2022-05-16,2022
V509028,1-Jan,WA,217,1827,109.11,IDEXX TOTAL HEALTH + T4 #759999,2022-08-01,2022
V509028,1-Jan,WA,272,IL5010,47.49,IDEXX OVA AND PARASITES 3 OR MORE,2022-09-19,2022
V509028,1-Jan,WA,940,IL24483,270.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2022-09-26,2022
V509028,1-Jan,WA,815,IL5010,53.49,IDEXX OVA AND PARASITES 3 OR MORE,2022-11-14,2022
V509028,1-Jan,WA,823,IL45139,176.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2023-01-02,2023
V509028,1-Jan,WA,696,FECAL,73.0,FECAL FLOAT (TO IDEXX LAB),2023-02-06,2023
V509028,1-Jan,WA,361,ID804,121.0,IDEXX TOTAL T4,2023-03-27,2023
V509028,1-Jan,WA,202,3231,56.96,FECAL O&P PRIMATE - IDEXX #320389,2023-04-10,2023
V509028,1-Jan,WA,824,6120,73.0,IDEXX - CHEM 10 RECHECK,2023-04-10,2023
V509028,1-Jan,WA,254,IL31829,104.92,IDEXX K9 COMP PARASITE SCREEN,2023-04-24,2023
V509028,1-Jan,WA,198,IDX10,72.89,IDEXX FELV + FIV TEST (IN HOUSE),2023-06-19,2023
V509028,1-Jan,WA,152,IRL24639,45.56,IDEXX FECAL DX PROFILE W GIARDIA,2023-07-24,2023
V509028,1-Jan,WA,616,IL9461,140.0,IDEXX URINE CORT/CREATINE ADD-ON,2023-09-04,2023
V509028,1-Jan,WA,298,FECALDX,81.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2023-10-02,2023
V509028,1-Jan,WA,783,759999,195.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2023-10-16,2023
V509028,1-Jan,WA,166,IL31829,135.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2023-11-20,2023
V509028,1-Jan,WA,527,IL5199,45.48,IDEXX FECAL DX ANTIGEN,2023-12-11,2023
V509028,2-Jan,PA,190,IL31829,104.92,IDEXX K9 COMP PARASITE SCREEN,2017-01-02,2017
V509028,2-Jan,PA,873,910,70.8,IDEXX URINALYSIS,2017-01-02,2017
V509028,2-Jan,PA,483,2463,57.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2017-01-16,2017
V509028,2-Jan,PA,503,910,72.8,IDEXX URINALYSIS,2017-01-23,2017
V509028,2-Jan,PA,858,27007,157.0,SENIOR PROFILE - IDEXX,2017-02-06,2017
V509028,2-Jan,PA,865,IL9461,144.0,IDEXX URINE CORT/CREATINE ADD-ON,2017-02-27,2017
V509028,2-Jan,PA,360,AC100,98.9,IDEXX 4DX  W REFLEX,2017-02-27,2017
V509028,2-Jan,PA,972,IDEXX5013L,43.75,IDEXX - FECAL DX - TO LAB,2017-03-06,2017
V509028,2-Jan,PA,581,776,122.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-03-13,2017
V509028,2-Jan,PA,254,I7723,46.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2017-03-20,2017
V509028,2-Jan,PA,606,759999,205.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2017-03-20,2017
V509028,2-Jan,PA,701,27013,73.0,CBC - IDEXX,2017-03-20,2017
V509028,2-Jan,PA,864,FAAP,158.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2017-04-03,2017
V509028,2-Jan,PA,802,176140,28.0,IDEXX CATALYST LYTE 4,2017-04-10,2017
V509028,2-Jan,PA,528,490IDX,45.5,IDEXX HEARTWORM SNAP TEST,2017-04-24,2017
V509028,2-Jan,PA,930,IL31829,132.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2017-05-22,2017
V509028,2-Jan,PA,658,IL9400,108.15,IDEXX URINALYSIS WITH UPC,2017-05-22,2017
V509028,2-Jan,PA,287,IDX10,70.89,IDEXX FELV + FIV TEST (IN HOUSE),2017-07-10,2017
V509028,2-Jan,PA,580,FAAP,155.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2017-07-17,2017
V509028,2-Jan,PA,810,FAAP,159.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2017-07-31,2017
V509028,2-Jan,PA,675,6120,70.0,IDEXX - CHEM 10 RECHECK,2017-09-04,2017
V509028,2-Jan,PA,181,IL31829,126.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2017-09-25,2017
V509028,2-Jan,PA,563,IDEXX5013L,42.75,IDEXX - FECAL DX - TO LAB,2017-10-23,2017
V509028,2-Jan,PA,418,I7723,42.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2017-11-06,2017
V509028,2-Jan,PA,683,IDX101,88.31,IDEXX CHEM 15,2017-12-04,2017
V509028,2-Jan,PA,277,IL45139,161.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2018-03-19,2018
V509028,2-Jan,PA,530,2463,62.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2018-03-19,2018
V509028,2-Jan,PA,745,759999,194.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2018-03-26,2018
V509028,2-Jan,PA,727,SA705,127.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2018-04-16,2018
V509028,2-Jan,PA,837,IRL24639,49.56,IDEXX FECAL DX PROFILE W GIARDIA,2018-06-25,2018
V509028,2-Jan,PA,486,URINE,63.5,URINALYSIS IN HOUSE - IDEXX,2018-07-23,2018
V509028,2-Jan,PA,977,IL501,57.0,IDEXX OVA AND PARASITES (FECAL),2018-08-20,2018
V509028,2-Jan,PA,135,24639,88.57,IDEXX FECAL DX PROFILE W GIARDIA,2018-08-27,2018
V509028,2-Jan,PA,245,I910,76.0,IDEXX URINALYSIS,2018-09-10,2018
V509028,2-Jan,PA,507,24639,83.57,IDEXX FECAL DX PROFILE W GIARDIA,2018-09-17,2018
V509028,2-Jan,PA,474,IL9461,141.0,IDEXX URINE CORT/CREATINE ADD-ON,2018-12-31,2018
V509028,2-Jan,PA,990,FDX,45.0,FECAL DX (IDEXX),2019-01-14,2019
V509028,2-Jan,PA,529,ID804,121.0,IDEXX TOTAL T4,2019-01-21,2019
V509028,2-Jan,PA,229,490IDX,44.5,IDEXX HEARTWORM SNAP TEST,2019-01-21,2019
V509028,2-Jan,PA,355,42739999,427.7,IDEXX CANINE BLOODWORK PACKAGE,2019-01-28,2019
V509028,2-Jan,PA,736,IL75B,169.0,IDEXX TOTAL HEALTH PLUS BASIC**,2019-02-04,2019
V509028,2-Jan,PA,436,759999,205.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2019-03-11,2019
V509028,2-Jan,PA,436,IL24483,256.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2019-04-01,2019
V509028,2-Jan,PA,851,776,130.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2019-04-22,2019
V509028,2-Jan,PA,883,ID804,123.0,IDEXX TOTAL T4,2019-05-20,2019
V509028,2-Jan,PA,697,IR501,43.0,IDEXX FECAL O&P,2019-06-03,2019
V509028,2-Jan,PA,131,FDX,45.0,FECAL DX (IDEXX),2019-07-29,2019
V509028,2-Jan,PA,745,490IDX,44.5,IDEXX HEARTWORM SNAP TEST,2019-10-14,2019
V509028,2-Jan,PA,226,3231,61.96,FECAL O&P PRIMATE - IDEXX #320388,2019-10-28,2019
V509028,2-Jan,PA,417,31803,135.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2019-11-25,2019
V509028,2-Jan,PA,280,IL275,150.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2019-12-09,2019
V509028,2-Jan,PA,325,1295,85.89,IDEXX URINALYSIS,2019-12-16,2019
V509028,2-Jan,PA,610,13867,72.0,IDEXX PHENOBARBITAL (1000),2019-12-23,2019
V509028,2-Jan,PA,299,IL22159,94.0,IDEXX PRE-OP PANEL/ADULT PANEL,2020-01-06,2020
V509028,2-Jan,PA,507,3231,53.96,FECAL O&P PRIMATE - IDEXX #320381,2020-01-13,2020
V509028,2-Jan,PA,544,31803,126.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2020-03-02,2020
V509028,2-Jan,PA,158,SA705,129.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2020-03-16,2020
V509028,2-Jan,PA,507,IL5010,46.49,IDEXX OVA AND PARASITES 3 OR MORE,2020-03-30,2020
V509028,2-Jan,PA,955,910,77.8,IDEXX URINALYSIS,2020-07-20,2020
V509028,2-Jan,PA,742,IL5010,51.49,IDEXX OVA AND PARASITES 3 OR MORE,2020-08-03,2020
V509028,2-Jan,PA,600,MM,119.5,IDEXX MEDICAL MONITORING PROFILE,2020-10-12,2020
V509028,2-Jan,PA,140,3231,53.96,FECAL O&P PRIMATE - IDEXX #320388,2020-10-19,2020
V509028,2-Jan,PA,152,IL5010,47.49,IDEXX OVA AND PARASITES 3 OR MORE,2020-11-09,2020
V509028,2-Jan,PA,412,27007,171.0,SENIOR PROFILE - IDEXX,2020-12-07,2020
V509028,2-Jan,PA,805,IL45139,164.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2020-12-21,2020
V509028,2-Jan,PA,381,4DX,62.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2021-02-15,2021
V509028,2-Jan,PA,906,I910,73.0,IDEXX URINALYSIS,2021-02-22,2021
V509028,2-Jan,PA,288,URINE,63.5,URINALYSIS IN HOUSE - IDEXX,2021-03-01,2021
V509028,2-Jan,PA,758,IL9400,109.15,IDEXX URINALYSIS WITH UPC,2021-04-12,2021
V509028,2-Jan,PA,216,IL32159,188.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2021-04-26,2021
V509028,2-Jan,PA,511,1295,86.89,IDEXX URINALYSIS,2021-05-24,2021
V509028,2-Jan,PA,638,IL3808,167.05,IDEXX COMP DIARRHEA PROFILE K9,2021-06-21,2021
V509028,2-Jan,PA,667,IL5199,46.48,IDEXX FECAL DX ANTIGEN,2021-08-02,2021
V509028,2-Jan,PA,111,31803,125.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2021-08-09,2021
V509028,2-Jan,PA,140,IDX101,91.31,IDEXX CHEM 15,2021-08-30,2021
V509028,2-Jan,PA,768,24639,64.0,IDEXX FECAL O&P W GIARDIA,2021-10-11,2021
V509028,2-Jan,PA,368,IL9461,140.0,IDEXX URINE CORT/CREATINE ADD-ON,2021-12-13,2021
V509028,2-Jan,PA,837,I381099,216.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2021-12-20,2021
V509028,2-Jan,PA,811,176140,30.0,IDEXX CATALYST LYTE 4,2021-12-27,2021
V509028,2-Jan,PA,625,I381099,233.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2022-01-03,2022
V509028,2-Jan,PA,944,1773,30.01,IDEXX CBC (PROCYTE) INHOUSE,2022-01-03,2022
V509028,2-Jan,PA,611,IL22159,87.0,IDEXX PRE-OP PANEL/ADULT PANEL,2022-01-17,2022
V509028,2-Jan,PA,997,IL90999,282.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2022-01-31,2022
V509028,2-Jan,PA,602,IL22159,85.0,IDEXX PRE-OP PANEL/ADULT PANEL,2022-02-07,2022
V509028,2-Jan,PA,428,MM,120.5,IDEXX MEDICAL MONITORING PROFILE,2022-02-21,2022
V509028,2-Jan,PA,445,IL31829,134.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2022-03-28,2022
V509028,2-Jan,PA,313,4DX,56.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2022-04-18,2022
V509028,2-Jan,PA,727,4871999,104.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2022-06-20,2022
V509028,2-Jan,PA,883,1827,107.11,IDEXX TOTAL HEALTH + T4 #759999,2022-09-05,2022
V509028,2-Jan,PA,226,776,127.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2022-10-17,2022
V509028,2-Jan,PA,472,FECA,32.0,FECAL PANEL TO IDEXX,2022-11-07,2022
V509028,2-Jan,PA,799,IRL24639,47.56,IDEXX FECAL DX PROFILE W GIARDIA,2022-11-21,2022
V509028,2-Jan,PA,826,3231,52.96,FECAL O&P PRIMATE - IDEXX #320389,2023-01-09,2023
V509028,2-Jan,PA,885,I910,79.0,IDEXX URINALYSIS,2023-01-30,2023
V509028,2-Jan,PA,759,MM,120.5,IDEXX MEDICAL MONITORING PROFILE,2023-02-06,2023
V509028,2-Jan,PA,332,1773,29.01,IDEXX CBC (PROCYTE) INHOUSE,2023-03-06,2023
V509028,2-Jan,PA,532,IRL24639,41.56,IDEXX FECAL DX PROFILE W GIARDIA,2023-03-20,2023
V509028,2-Jan,PA,277,1189,135.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2023-03-20,2023
V509028,2-Jan,PA,849,1773,29.01,IDEXX CBC (PROCYTE) INHOUSE,2023-07-03,2023
V509028,2-Jan,PA,475,42739999,441.7,IDEXX CANINE BLOODWORK PACKAGE,2023-08-07,2023
V509028,2-Jan,PA,726,IL31829,127.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2023-08-14,2023
V509028,2-Jan,PA,386,IL3808,175.05,IDEXX COMP DIARRHEA PROFILE K9,2023-08-21,2023
V509028,2-Jan,PA,334,48019999,263.0,FELINE PLUS (IDEXX),2023-10-02,2023
V509028,2-Jan,PA,665,3231,60.96,FECAL O&P PRIMATE - IDEXX #320437,2023-10-23,2023
V509028,2-Jan,PA,997,IL501,63.0,IDEXX OVA AND PARASITES (FECAL),2023-11-13,2023
V509028,2-Jan,PA,303,2463,59.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2023-11-13,2023
V509028,2-Jan,PA,771,IL3808,160.05,IDEXX COMP DIARRHEA PROFILE K9,2023-11-27,2023
V509028,2-Jan,PA,660,6240,160.0,SA IDEXX B12(2013),2023-12-04,2023
V509028,2-Jan,PA,167,GIAFF,73.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2023-12-11,2023
V530915,1-Jan,QC,470,IL9400,109.15,IDEXX URINALYSIS WITH UPC,2017-01-02,2017
V530915,1-Jan,QC,654,IR501,44.0,IDEXX FECAL O&P,2017-01-16,2017
V530915,1-Jan,QC,514,3231,55.96,FECAL O&P PRIMATE - IDEXX #320437,2017-01-23,2017
V530915,1-Jan,QC,112,IRL24639,47.56,IDEXX FECAL DX PROFILE W GIARDIA,2017-01-30,2017
V530915,1-Jan,QC,292,776,123.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-01-30,2017
V530915,1-Jan,QC,466,IL7244,53.47,IDEXX LAB 4DX PLUS TEST - CANINE,2017-01-30,2017
V530915,1-Jan,QC,377,IL75B,162.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-02-06,2017
V530915,1-Jan,QC,155,T4,45.5,IDEXX T4,2017-02-20,2017
V530915,1-Jan,QC,334,910,70.04,URINALYSIS ~ IDEXX,2017-02-27,2017
V530915,1-Jan,QC,962,4DX,57.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2017-03-06,2017
V530915,1-Jan,QC,435,IL24483,262.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-03-20,2017
V530915,1-Jan,QC,593,FDX,48.0,FECAL DX (IDEXX),2017-03-27,2017
V530915,1-Jan,QC,579,IL5010,53.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-04-03,2017
V530915,1-Jan,QC,364,910,77.8,IDEXX URINALYSIS,2017-04-10,2017
V530915,1-Jan,QC,262,27007,164.0,SENIOR PROFILE - IDEXX,2017-05-15,2017
V530915,1-Jan,QC,186,1295,83.89,IDEXX URINALYSIS,2017-05-15,2017
V530915,1-Jan,QC,488,HF248,189.0,ZRADIOLOGY CONSULT (IDEXX) HF,2017-05-29,2017
V530915,1-Jan,QC,446,URINE,69.5,URINALYSIS IN HOUSE - IDEXX,2017-06-05,2017
