companyid,locationid,patientid,clientid,breed,species,age
V351003,1-Jan,766,185,GERMAN SHEP MIX,CANINE,24
V351003,1-Jan,893,162,GERMAN SHEPHERD MIX,CANINE,19
V351003,1-Jan,424,353,WELSH TERRIER,CANINE,6
V351003,1-Jan,956,375,PIT BULL,DOG,20
V351003,1-Jan,935,495,TERRIER  JACK RUSSELL,CANINE,17
V351003,1-Jan,170,140,BEAGLE MIX,CANINE,16
V351003,1-Jan,299,165,RETRIEVER LABRADOR,CANINE,16
V351003,1-Jan,633,234,POODLE STANDARD,CANINE,16
V351003,1-Jan,413,336,PIT BULL TERRIER,CANINE,21
V351003,1-Jan,570,495,COCKAPOO,CANINE,16
V351003,1-Jan,493,140,HAVANESE,CANINE,10
V351003,1-Jan,581,202,RETRIEVER LABRADOR,CANINE,16
V351003,1-Jan,489,159,AUSTRAL. BLUE HEELER,CANINE,15
V351003,1-Jan,711,423,MALTIPOO,CANINE,8
V351003,1-Jan,969,493,DOMESTIC SHORTHAIR,FELINE,4
V351003,1-Jan,315,176,DSH,FELINE,20
V351003,1-Jan,520,464,APPALOOSA,EQUINE,21
V351003,1-Jan,993,252,OTHER GUINEA PIG,GUINEAPIG,7
V351003,1-Jan,439,174,LAB RETRIEVER MIX,CANINE,24
V351003,1-Jan,134,471,CHIHUAHUA,CANINE,14
V351003,1-Jan,738,341,DSH,FELINE,22
V351003,1-Jan,449,265,RETRIEVER LAB--MIX,CANINE,11
V351003,1-Jan,571,143,TERRIER  JACK RUSSELL,CANINE,17
V351003,1-Jan,550,418,DACHSHUND,CANINE,10
V351003,1-Jan,802,190,HUSKY,CANINE,12
V351003,1-Jan,974,346,MINIATURE PINSCHER,CANINE,17
V351003,1-Jan,500,158,GREYHOUND,CANINE,12
V351003,1-Jan,577,179,SIBERIAN HUSKY,DOG,16
V351003,1-Jan,397,393,AM QTR HORSE CROSS,EQUINE,18
V351003,1-Jan,510,228,ENGLISH BULLDOG,CANINE,5
V351003,1-Jan,664,371,DOMESTIC SHORTHAIR,FELINE,5
V351003,1-Jan,124,118,CHIHUAHUA,CANINE,19
V351003,1-Jan,804,369,SHORTHAIR  DOMESTIC,FELINE,14
V351003,1-Jan,333,317,LABRADOODLE,CANINE,12
V351003,1-Jan,528,401,ROTTWEILER,CANINE,24
V351003,1-Jan,595,443,POODLE MINIATURE,CANINE,8
V351003,1-Jan,273,158,D.S.H.,FELINE,12
V351003,1-Jan,741,284,BEAGLE,CANINE,6
V351003,1-Jan,976,208,SHEPHERD MIX,CANINE,8
V351003,1-Jan,422,300,SIAMESE,FELINE,16
V351003,1-Jan,795,440,DOMESTIC SHORTHAIR,FELINE,9
V351003,1-Jan,181,200,COLLIE  BORDER MIX,CANINE,18
V351003,1-Jan,348,108,DSH (DOMESTIC SHORT-HAIR),FELINE,15
V351003,1-Jan,750,331,BOXER,CANINE,19
V351003,1-Jan,637,145,TERRIER,CANINE,14
V351003,1-Jan,244,216,222799,FELINE,23
V351003,1-Jan,402,297, AMERICAN PIT BULL TERRIER,CANINE,11
V351003,1-Jan,476,465,DOMESTIC MEDIUM HAIR,FELINE,8
V351003,1-Jan,689,288,LONGHAIR  DOMESTIC,FELINE,16
V351003,1-Jan,797,265,CHIHUAHUA MIX,CANINE,6
V351003,1-Jan,108,248,CHIHUAHUA,CANINE,15
V351003,1-Jan,943,148,DOMESTIC SHORTHAIR,FELINE,5
V351003,1-Jan,168,384,DOMESTIC MEDIUM HAIR,FELINE,18
V351003,1-Jan,890,418,COLLIE MIX,CANINE,6
V351003,1-Jan,552,312,DOMESTIC LONGHAIR,FELINE,22
V351003,1-Jan,715,346,DOMESTIC SHORTHAIR,FELINE,7
V351003,1-Jan,330,191,CHOW CHOW MIX,CANINE,21
V351003,1-Jan,302,189,RETRIEVER  LABRADOR,CANINE,7
V351003,1-Jan,954,302,RETRIEVER  LABRADOR,CANINE,20
V351003,1-Jan,538,239,MIXED,CANINE,11
V351003,1-Jan,106,214,LABRADOR RETRIEVER,CANINE,21
V351003,1-Jan,628,413,DACHSHUND  SMOOTH,CANINE,15
V351003,1-Jan,885,377,BOXER MIX,CANINE,19
V351003,1-Jan,761,180,PITBULL MIX,CANINE,5
V351003,1-Jan,931,426,TERRIER  SOFT-COATED WHEATEN,CANINE,20
V351003,1-Jan,734,480,AUST SHEPHERD,CANINE,11
V351003,1-Jan,926,285,SHORTHAIR  DOMESTIC,FELINE,2
V351003,1-Jan,588,108,CHIHUAHUA,CANINE,8
V351003,1-Jan,812,238,SUN CONURE,AVIAN,21
V351003,1-Jan,831,291,LABRADOR RETRIEVER,DOG,17
V351003,1-Jan,841,419,DOMESTIC LONG HAIR,FELINE,5
V351003,1-Jan,606,167,RETRIEVER LABRADOR,CANINE,16
V351003,1-Jan,292,344,DOMESTIC SHORTHAIR,FELINE,8
V351003,1-Jan,146,333,THOROUGHBRED,EQUINE,8
V351003,1-Jan,809,365,TERRIER MIX,CANINE,22
V351003,1-Jan,584,366,YORKIE,CANINE,17
V351003,1-Jan,876,199,RETRIEVER LABRADOR,CANINE,15
V351003,1-Jan,635,205,D.L.H.,FELINE,10
V351003,1-Jan,787,451,LIPIZZAN,EQUINE,17
V351003,1-Jan,981,357,UNKNOWN,ACCOUNT NOTES,12
V351003,1-Jan,366,477,MALTESE,DOG,19
V351003,1-Jan,390,162,YORKIE-POO,CANINE,15
V351003,1-Jan,868,429,GERMAN SHEPHERD MIX,CANINE,8
V351003,1-Jan,735,344,DOMESTIC SHORT HAIR,FELINE,7
V351003,1-Jan,640,423,RED LEGGED TORTOISE,REPTILES,9
V351003,1-Jan,225,111,BERNESE MOUNTAIN DOG,CANINE,20
V351003,1-Jan,264,479,RETRIEVER LABRADOR,CANINE,18
V351003,1-Jan,963,448,TERRIER,DOG,20
V351003,1-Jan,391,397,CHIHUAHUA,CANINE,7
V351003,1-Jan,255,345,DOMESTIC MEDIUM HAI,FELINE,10
V351003,1-Jan,978,108,POMERANIAN,CANINE,21
V351003,1-Jan,788,447,PEKING DUCK,AVIAN,3
V351003,1-Jan,416,106,TERRIER  YORKSHIRE MIX,CANINE,5
V351003,1-Jan,452,209,DOMESTIC SHORTHAIR,FELINE,21
V351003,1-Jan,158,342,PAPILLON,CANINE,20
V351003,1-Jan,226,297,DOMESTIC SHORTHAIR,FELINE,24
V351003,1-Jan,844,252,RAT TERRIER,CANINE,6
V351003,1-Jan,859,139,HEDGE HOG,POCKET PET,13
V351003,1-Jan,104,199,COTON DE TULEAR,CANINE,9
V351003,1-Jan,173,157,ROTTWEILER,CANINE,24
V351003,1-Jan,639,443,GOLDEN RETRIEVER,CANINE,24
V351003,1-Jan,517,236,DOMESTIC SHORT HAIR,FELINE,8
V351003,1-Jan,626,442,AUSTRAL. BLUE HEELER,DOG,11
V351003,1-Jan,966,187,DOMESTIC SHORT HAIR,FELINE,19
V351003,1-Jan,318,254,TERRIER MIX,CANINE,12
V351003,1-Jan,733,103,MALTESE/MIX,CANINE,15
V351003,1-Jan,488,364,YORKSHIRE TERRIER (YORKIE),CANINE,13
V351003,1-Jan,995,496,AUSTRALIAN CATTLE DOG,DOG,7
V351003,1-Jan,634,110,DOMESTIC SHORTHAIR,FELINE,15
V351003,1-Jan,401,318,DOMESTIC SHORTHAIR,FELINE,18
V351003,1-Jan,265,125,GERMAN SHORTHAIRED POINTER,CANINE,9
V351003,1-Jan,285,157,DOMESTIC SHORT HAIR,FELINE,21
V351003,1-Jan,990,434,DOMESTIC SHORTHAIR,CAT,17
V351003,1-Jan,979,363,TERRIER  BOSTON,CANINE,7
V351003,1-Jan,933,295,LABRADOR RETRIEVER,CANINE,21
V351003,1-Jan,360,192,MIX SIAMESE,FELINE,23
V351003,1-Jan,662,378,LONGHAIR  DOMESTIC,FELINE,17
V351003,1-Jan,905,498,CHIHUAHUA,CANINE,12
V351003,1-Jan,175,477,BOXER,CANINE,17
V351003,1-Jan,758,264,GREYHOUND  ITALIAN,CANINE,17
V351003,1-Jan,607,266,CHIHUAHUA,CANINE,16
V351003,1-Jan,120,226,DACHSHUND,CANINE,12
V351003,1-Jan,420,119,NEWFOUNDLAND,CANINE,5
V351003,1-Jan,100,395,CHIHUAHUA MIX,CANINE,10
V351003,1-Jan,759,338,COCK-A-POO,CANINE,20
V351003,1-Jan,676,432,DSH,FELINE,4
V351003,1-Jan,332,164,RETRIEVER/LABRADOR,CANINE,18
V351003,1-Jan,219,327,ROCKY MOUNTAIN SADDLE HORSE,EQUINE,21
V351003,1-Jan,649,471,PINSCHER  MINATURE,CANINE,21
V351003,1-Jan,148,272,DOMESTIC LONG HAIR,FELINE,12
V351003,1-Jan,768,491,MIXED,DOG,21
V351003,1-Jan,220,107,COTON DE TULEAR,CANINE,3
V351003,1-Jan,856,207,GREAT DANE,CANINE,21
V351003,1-Jan,886,478,PIT BULL MIX,CANINE,9
V351003,1-Jan,138,344,AUST SHEPHERD,CANINE,5
V351003,1-Jan,543,272,SHORTHAIR  DOMESTIC,FELINE,22
V351003,1-Jan,770,436,POODLE (STANDARD),CANINE,18
V351003,1-Jan,454,180,DOBERMAN PINSCHER,CANINE,22
V351003,1-Jan,142,267,DOMESTIC SHORT HAIR,FELINE,20
V351003,1-Jan,650,214,DACHSHUND,CANINE,12
V351003,1-Jan,567,424,RETRIEVER,CANINE,20
V351003,1-Jan,977,329,DOMESTIC SHORTHAIR,FELINE,6
V351003,1-Jan,116,392,DOMESTIC SHORT HAIR,FELINE,6
V351003,1-Jan,214,189,PIT BULL MIX,CANINE,14
V351003,1-Jan,985,248,BOXER,CANINE,11
V351003,1-Jan,530,156,DOMESTIC SHORT-HAIRED,FELINE,6
V351003,1-Jan,902,174,WEST HIGHLAND TERRIER,CANINE,21
V351003,1-Jan,724,110,BULLDOG FRENCH,CANINE,15
V351003,1-Jan,603,109,MINIATURE DASHCHUND MIX,CANINE,16
V351003,1-Jan,261,191,AMERICAN QUARTER HORSE,CAT,7
V351003,1-Jan,195,249,CHIHUAHUA,DOG,14
V351003,1-Jan,701,423,LAB RETRIEVER X,CANINE,15
V351003,1-Jan,109,498,NEWFOUNDLAND,CANINE,21
V351003,1-Jan,559,138, DSH,FELINE,9
V351003,1-Jan,765,190,LHASA APSO,CANINE,11
V351003,1-Jan,665,310,TERRIER MIX,CANINE,20
V351003,1-Jan,150,467, WEST HIGHLAND TERRIER,CANINE,18
V351003,1-Jan,609,497,MIXED,CANINE (DOG),17
V351003,1-Jan,801,132,SCHNAUZER MINATURE,CANINE,9
V351003,1-Jan,529,147,DOMESTIC SHORTHAIR,FELINE,3
V351003,1-Jan,696,297,SHEPHERD GERMAN,CANINE,3
V351003,1-Jan,756,318,SIAMESE,FELINE,22
V351003,1-Jan,968,196,RAT,RODENTS,11
V351003,1-Jan,855,225,DACHSHUND LONG HAIR,FELINE,14
V351003,1-Jan,833,263,MALTESE MIX,CANINE,9
V351003,1-Jan,194,219,DOMESTIC SHORT HAIR,FELINE,17
V351003,1-Jan,630,386,COCK-A-POO,CANINE,22
V351003,1-Jan,892,236,RETRIEVER LABRADOR,CANINE,3
V351003,1-Jan,283,399,DOMESTIC LONGHAIR,FELINE,19
V351003,1-Jan,122,401,DOMESTIC SHORTHAIR,FELINE,13
V351003,1-Jan,338,426,LOT/PEN,BOVINE,11
V351003,1-Jan,946,214,POODLE  STANDARD,CANINE,4
V351003,1-Jan,694,263,UNKNOWN,UNKNOWN,14
V351003,1-Jan,289,193,MEDIUMHAIR  DOMESTIC,FELINE,12
V351003,1-Jan,959,246,YORKSHIRE TERRIER,CANINE,10
V351003,1-Jan,937,135,SUN CONURE,AVIAN,13
V351003,1-Jan,549,228,DOMESTIC SHORTHAIR,FELINE,7
V351003,1-Jan,457,274,RETRIEVER  LABRADOR,CANINE,24
V351003,1-Jan,179,425,MIXED,CANINE,13
V351003,1-Jan,506,294,MEDIUMHAIR DOMESTIC,FELINE,16
V351003,1-Jan,871,144,TERRIER MIX,CANINE,15
V351003,1-Jan,726,380,UNKNOWN,FELINE,6
V351003,1-Jan,171,134,SIBERIAN,FELINE,9
V351003,1-Jan,509,477,TERRIER MIX,CANINE,13
V351003,1-Jan,408,342,TERRIER  BULL,CANINE,17
V351003,1-Jan,309,335,DOMESTIC MEDIUM HAIR,FELINE,12
V351003,1-Jan,329,385,MIXED,CANINE,4
V351003,1-Jan,713,283,COLLIE BORDER,CANINE,23
V351003,1-Jan,288,246,SPANIEL  CAVALIER KING CHARLES,CANINE,16
V351003,1-Jan,708,462,TERRIER  YORKSHIRE,CANINE,22
V351003,1-Jan,557,406,POODLE MIX,CANINE,18
V351003,1-Jan,163,424,GERMAN SHEPHERD DOG,CANINE,8
V351003,1-Jan,523,264,GREAT PYRANEES,CANINE,24
V351003,1-Jan,405,304,RETRIEVER LABRADOR,CANINE,13
V351003,1-Jan,465,472,SHIBA INU,CANINE,7
V351003,1-Jan,461,370,DSH DOMESTIC SHORTHAIR,FELINE,9
V351003,1-Jan,443,237,MASTIFF,CANINE,16
V351003,1-Jan,560,238,FRENCH BULL DOG,CANINE,13
V351003,1-Jan,274,428,COCKAPOO,CANINE,14
V351003,1-Jan,102,249,DOMESTIC SHORTHAIR,FELINE,10
V351003,1-Jan,908,472,BRITTANY SPANIEL,CANINE,15
V351003,1-Jan,796,448,LABRADOR RETRIEVER,CANINE,6
V351003,1-Jan,888,396,LABRADOR RETRIEVER,CANINE,21
V351003,1-Jan,912,103,CHIHUAHUA,CANINE,15
V351003,1-Jan,133,220,442699,CANINE,16
V351003,1-Jan,573,325,TERRIER,CANINE,13
V351003,1-Jan,434,366,POODLESTANDARD,CANINE,9
V351003,1-Jan,496,357,CHIHUAHUA,CANINE,11
V351003,1-Jan,269,447,PERSIAN,FELINE,22
V351003,1-Jan,854,443,PEKINGESE,CANINE,16
V351003,1-Jan,232,102,RETRIEVER GOLDEN,CANINE,23
V351003,1-Jan,683,369,BLUE HEELER,DOG,18
V351003,1-Jan,254,395,GREAT PYRENEES,CANINE,12
V351003,1-Jan,769,496,SHIH TZU,CANINE,11
V351003,1-Jan,929,279,GOLDEN RETRIEVER,CANINE,13
V351003,1-Jan,953,452,MALTESE MIX,CANINE,11
V351003,1-Jan,119,197,CHIHUAHUA,CANINE,16
V351003,1-Jan,398,446,DSH,FELINE,17
V351003,1-Jan,739,432,MIXED,CANINE,8
V351003,1-Jan,393,375,SHEPHERD GERMAN,CANINE,9
V351003,1-Jan,531,144,DOMESTIC LONG HAIR,FELINE,22
V351003,1-Jan,925,391,MIXED,CANINE,24
V351003,1-Jan,459,108,DOMESTIC SHORT HAIR,CAT,19
V351003,1-Jan,737,386,CHIHUAHUA,CANINE,18
V351003,1-Jan,192,474,COTON DE TULEAR,CANINE,9
V351003,1-Jan,736,319,RETRIEVER  LABRADOR,CANINE,14
V351003,1-Jan,435,119,BOXER,CANINE,19
V351003,1-Jan,952,161,TERRIER YORKSHIRE,CANINE,6
V351003,1-Jan,498,385,DOMESTIC SHORTHAIR,FELINE,19
V351003,1-Jan,248,424,BULLMASTIFF,CANINE,14
V351003,1-Jan,848,258,DOMESTIC SHORTHAIR,FELINE,20
V351003,1-Jan,706,111,SHIH TZU,CANINE,24
V351003,1-Jan,813,379,CHIHUAHUA MIX,CANINE,19
V351003,1-Jan,685,423,MIXED BREED,CANINE,4
V351003,1-Jan,648,489,PUG,CANINE,10
V351003,1-Jan,669,485,TENNESSEE WALKING HORSE,EQUINE (HORSE),20
V351003,1-Jan,278,498,DSH DOMESTIC SHORTHAIR,FELINE,9
V351003,1-Jan,938,232,DOMESTIC SHORTHAIR,FELINE,22
V351003,1-Jan,346,209,DOMESTIC SHORTHAIR,FELINE,13
V351003,1-Jan,103,364,LAB,CANINE,22
V351003,1-Jan,247,450,OTHER FELINE,FELINE,9
V351003,1-Jan,305,260,MIXED,CANINE,7
V351003,1-Jan,386,314,POMERANIAN,CANINE,18
V351003,1-Jan,835,322,MIXED,CANINE,10
V351003,1-Jan,364,284,DOMESTIC SHORTHAIR,FELINE,5
V351003,1-Jan,362,417,FRENCH BULLDOG,CANINE,6
V351003,1-Jan,857,299,CORGI MIX,CANINE,14
V351003,1-Jan,378,324,PITBULL,CANINE,5
V351003,1-Jan,514,151,RAGDOLL,FELINE,14
V351003,1-Jan,730,146,SCHNAUZER  MINIATURE,CANINE,17
V351003,1-Jan,462,409,SPHYNX,FELINE,1
V351003,1-Jan,744,100,CANE CORSO,DOG,7
V351003,1-Jan,165,225,SHIH TZU,CANINE,11
V351003,1-Jan,325,185,MIXED,CANINE,12
V351003,1-Jan,380,461,AUSTRAL. BLUE HEELER,CANINE,19
V351003,1-Jan,778,487,MALTESE,CANINE,19
V351003,1-Jan,356,119, AMERICAN BULLDOG,CANINE,11
V351003,1-Jan,566,453,HUSKY,CANINE,18
V351003,1-Jan,705,197,SHORTHAIR  DOMESTIC,FELINE,17
V351003,1-Jan,591,497,SCHNAUZER,CANINE,19
V351003,1-Jan,836,490,ROTTWEILER,CANINE,5
V351003,1-Jan,409,406,33090,CANINE,20
V351003,1-Jan,453,109,SCOTTISH FOLD/LHAIR,FELINE,22
V351003,1-Jan,850,463,TERRIER FOX WIREHAIRED,CANINE,7
V351003,1-Jan,350,343,LABRADOR RETRIEVER,CANINE,8
V351003,1-Jan,914,396,PEKINGESE,CANINE,21
V351003,1-Jan,525,276,MIXED,CANINE,9
V351003,1-Jan,879,486,DOMESTIC SHORTHAIR,FELINE,19
V351003,1-Jan,347,218,CHIHUAHUA MIX,CANINE,18
V351003,1-Jan,677,171,CHIHUAHUA,CANINE,11
V351003,1-Jan,826,303,D.L.H.,FELINE,10
V351003,1-Jan,358,346,YORKSHIRE TERRIER,CANINE,6
V351003,1-Jan,810,452,PIT BULL,CANINE,8
V351003,1-Jan,155,117,SHORTHAIR  DOMESTIC,FELINE,15
V351003,1-Jan,561,424,MIXED,CANINE,16
V351003,1-Jan,793,468,CHIHUAHUA,DOG,17
V351003,1-Jan,368,239,CATAHOULA LEOPARD DOG,CANINE,15
V351003,1-Jan,651,169,DSH,FELINE,24
V351003,1-Jan,834,153,YORKSHIRE TERRIER,DOG,17
V351003,1-Jan,326,169,RETRIEVER LABRADOR,CANINE,22
V351003,1-Jan,997,264,MINIATURE PINSCHER,CANINE,10
V351003,1-Jan,431,154,YORKSHIRE TERRIER,CANINE,22
V351003,1-Jan,586,390,DOMESTIC SHORT-HAIRED,FELINE,17
V351003,1-Jan,718,248,DSH,FELINE,19
V351003,1-Jan,221,317,RETRIEVER-LABRADOR,CANINE,22
V351003,1-Jan,544,210,SIAM MIX,FELINE,17
V351003,1-Jan,246,116,DOMESTIC SHORT HAIR,FELINE,19
V351003,1-Jan,775,448,SHEPHERD BELGIAN,CANINE,7
V351003,1-Jan,382,224,BOXER,CANINE,8
V351003,1-Jan,481,160,CHIHUAHUA,CANINE,11
V351003,1-Jan,224,483,GREAT DANE,CANINE,8
V351003,1-Jan,188,386,DMH,FELINE,17
V351003,1-Jan,421,216,DOMESTIC SHORTHAIR,FELINE,14
V351003,1-Jan,972,206,SHEPHERD GERMAN,DOG,20
V351003,1-Jan,621,258,MALTESE,CANINE,9
V351003,1-Jan,534,246,TERRIER  JACK RUSSELL,CANINE,8
V351003,1-Jan,460,417,SHETLAND SHEEPDOG (SHELTIE),CANINE,19
V351003,1-Jan,629,494,OTHER CANINE,CANINE,15
V351003,1-Jan,799,367,FRENCH BULLDOG,CANINE,9
V351003,1-Jan,159,279,DOMESTIC SHORTHAIR,FELINE,9
V351003,1-Jan,512,272,DOMESTIC SHORT HAIR,FELINE,21
V351003,1-Jan,319,340,DOMESTIC SHORTHAIR,FELINE,13
V351003,1-Jan,331,162,PUG,CANINE,23
V351003,1-Jan,889,153,RETRIEVER,CANINE,6
V351003,1-Jan,323,480,SHORTHAIR  DOMESTIC,FELINE,12
V351003,1-Jan,228,266,DOMESTIC SHORTHAIR,FELINE,16
V351003,1-Jan,370,127,BOXER/LABRADOR X,CANINE,19
V351003,1-Jan,316,236,GOLDEN DOODLE,CANINE,3
V351003,1-Jan,764,291,SHORTHAIR  DOMESTIC,FELINE,11
V351003,1-Jan,846,156,LONGHAIR DOMESTIC,FELINE,16
V351003,1-Jan,820,366,BURMESE,FELINE,20
V351003,1-Jan,716,333,JACK RUSSELL TERRIER,CANINE,20
V351003,1-Jan,582,108,WELSH CORGI,CANINE,5
V351003,1-Jan,294,168,PITBULL,CANINE,22
V351003,1-Jan,182,279,TENNESSEE WALKING HORSE,EQUINE (HORSE),20
V351003,1-Jan,304,409,AUSTRALIAN CATTLE DOG,DOG,7
V351003,1-Jan,271,302,SHORTHAIR DOMESTIC,FELINE,22
V351003,1-Jan,491,131,LABRADOR RETRIEVER,CANINE,9
V351003,1-Jan,975,112,MIXED,CANINE,23
V351003,1-Jan,412,107,SHEPHERD MIX,CANINE,3
V351003,1-Jan,675,382,TERRIER MIX,CANINE,1
V351003,1-Jan,494,435,MIXED,CANINE,20
V351003,1-Jan,779,465,SHIH TZU,CANINE,21
V351003,1-Jan,703,409,DSH,FELINE,4
V351003,1-Jan,177,416,DOMESTIC SHORTHAIR,FELINE,23
V351003,1-Jan,238,137,DOMESTIC MEDIUM HAIR,FELINE,18
V351003,1-Jan,772,126,HOUND,CANINE,21
V351003,1-Jan,789,460,SCHNAUZER,CANINE,17
V351003,1-Jan,404,179,POINTER,CANINE,14
V351003,1-Jan,479,453,THOROUGHBRED,EQUINE,24
V351003,1-Jan,349,471,ICELANDIC,EQUINE,20
V351003,1-Jan,258,456,RIDGEBACK  RHODESIAN,CANINE,24
V351003,1-Jan,143,276,DOMESTIC SHORT HAIR,FELINE,15
V351003,1-Jan,657,306,BEAGLE,CANINE,15
V351003,1-Jan,139,235,ROTTWEILER MIX,CANINE,14
V351003,1-Jan,973,348,JACK RUSSEL TERR,CANINE,16
V351003,1-Jan,300,423,BURMESE,FELINE,20
V351003,1-Jan,786,128,RAT,RODENT,16
V351003,1-Jan,960,306,LABRADOR RETRIEVER,CANINE,18
V351003,1-Jan,872,134,DOMESTIC SHORTHAIRR,FELINE,13
V351003,1-Jan,941,392,SCHNAUZER MINIATURE,CANINE,8
V351003,1-Jan,497,203,COLLIE  BORDER MIX,CANINE,19
V351003,1-Jan,189,353,B635,CAT,22
V351003,1-Jan,589,158,CHIHUAHUA,CANINE,18
V351003,1-Jan,767,369,SIBERIAN HUSKY,CANINE,7
V351003,1-Jan,821,193,APPALOOSA,DOG,3
V351003,1-Jan,127,164,COLLIE  BORDER MIX,CANINE,7
V351003,1-Jan,201,173,LABRADOR,CANINE,16
V351003,1-Jan,322,175,SPANIEL BRITTANY,CANINE,19
V351003,1-Jan,419,470,MALTESE,CANINE,17
V351003,1-Jan,753,407,BULLDOG ENGLISH,DOG,9
V351003,1-Jan,727,176,ROTTWEILER,CANINE,9
V351003,1-Jan,263,296,FRENCH BULLDOG,CANINE,11
V351003,1-Jan,249,156,GOLDEN RETRIEVER,CANINE,17
V351003,1-Jan,281,291,SPHYNX,FELINE,5
V351003,1-Jan,961,320,DUTCH SHEPHERD,CANINE,19
V351003,1-Jan,196,265,COLLIE  BORDER,CANINE,24
V351003,1-Jan,241,136,COCKAPOO,CANINE,6
V351003,1-Jan,911,188,CHIHUAHUA/LONGHAIR,CANINE,19
V351003,1-Jan,295,241,DOMESTIC SHORTHAIR,CAT,10
V351003,1-Jan,691,226,DOM. LONG HAIR,FELINE,14
V351003,1-Jan,441,157,PIT BULL MIX,DOG,9
V351003,1-Jan,695,126,CHIHUAHUA,CANINE,7
V351003,1-Jan,682,150,MALTESE-MIX,CANINE,21
V351003,1-Jan,140,326,SCHNAUZER (MINIATURE),CANINE,21
V351003,1-Jan,740,132,PINSCHER  DOBERMAN,CANINE,21
V351003,1-Jan,957,398,GERMAN SHEPHERD,DOG,12
V351003,1-Jan,425,154,FERRET,FERRET,18
V351003,1-Jan,951,217,DOMESTIC SHORTHAIR,FELINE,6
V351003,1-Jan,282,168,BICHON FRISE,CANINE,12
V351003,1-Jan,272,212,ROBOROVSKI,HAMSTER,3
V351003,1-Jan,125,405,GERMAN SHEPHERD MIX,CANINE,23
V351003,1-Jan,312,264,DOMESTIC SHORTHAIR,CAT,19
V351003,1-Jan,731,298,CHIHUAHUA,CANINE,22
V351003,1-Jan,216,239,SHORTHAIR  DOMESTIC,FELINE,22
V351003,1-Jan,773,490,RETRIEVER  GOLDEN,CANINE,18
V351003,1-Jan,320,433,BEAGLE,CANINE,14
V351003,1-Jan,428,261,YORKSHIRE TERRIER,CANINE,8
V351003,1-Jan,417,233,ROTTWEILER,CANINE,11
V351003,1-Jan,653,320,GERMAN SHEPHERD MIX,CANINE,2
V351003,1-Jan,762,259,TERRIER/MIX,CANINE,9
V351003,1-Jan,785,381,LAB MIX,CANINE,6
V351003,1-Jan,936,449,GREYHOUND,CANINE,24
V351003,1-Jan,136,478,PUG CHINESE,CANINE,23
V351003,1-Jan,218,238,SHEPHERD MIX,CANINE,24
V351003,1-Jan,427,106,MIXED,CANINE,14
V351003,1-Jan,447,436,DOMESTIC SHORTHAIR,FELINE,13
V351003,1-Jan,777,452,PRESA CANARIO,CANINE,16
V351003,1-Jan,317,127,SHIH TZU,CANINE,24
V351003,1-Jan,899,160,GERMAN SHEPHERD MIX,CANINE,19
V351003,1-Jan,729,256,BEAGLE,DOG,12
V351003,1-Jan,862,328,MIXED,CANINE,24
V351003,1-Jan,824,108,QUARTER HORSE  AMERICAN,EQUINE,18
V351003,1-Jan,575,322,LAB MIX,CANINE,11
V351003,1-Jan,958,457,DOMESTIC LONG HAIR,FELINE,19
V351003,1-Jan,794,413,POMERANIAN,CANINE,23
V351003,1-Jan,446,151,POODLE MINIATURE MIX,CANINE,19
V351003,1-Jan,814,216,CANE CORSO,DOG,12
V351003,1-Jan,130,293,DSH,FELINE,9
V351003,1-Jan,755,174,PUG,CANINE,21
V351003,1-Jan,256,192,PITBULL,CANINE,17
V351003,1-Jan,827,434,RETRIEVER LABRADOR,CANINE,24
V351003,1-Jan,400,393,COLLIE,CANINE,16
V351003,1-Jan,903,218,TERRIER  YORKSHIRE,CANINE,19
V351003,1-Jan,519,320,DMH,FELINE,8
V351003,1-Jan,234,370,DOMESTIC SHORT HAIR,FELINE,17
V351003,1-Jan,923,314,TERRIER BOSTON,CANINE,12
V351003,1-Jan,564,189,DOMESTIC LONGHAIR,FELINE,18
V351003,1-Jan,429,271,YELLOW-CROWNED AMAZON,AVIAN,11
V351003,1-Jan,546,105,ENGLISH POINTER,CANINE,8
V380990,1-Jan,894,250,DOMESTIC LONG HAIR,FELINE,15
V380990,1-Jan,998,115,BOXER,CANINE,22
V380990,1-Jan,103,203,RETRIEVER LABRADOR,CANINE,19
V380990,1-Jan,749,447,OTHER FELINE,FELINE,23
V380990,1-Jan,545,430,LONGHAIR DOMESTIC,FELINE,7
V380990,1-Jan,981,430,SHORTHAIR DOMESTIC,FELINE,4
V380990,1-Jan,790,423,BULLDOG  ENGLISH,CANINE,9
V380990,1-Jan,128,199,DSH,FELINE,18
V380990,1-Jan,243,479,GREYHOUND,CANINE,21
V380990,1-Jan,110,480,BRUSSELS GRIFFON,CANINE,18
V380990,1-Jan,261,198,DOMESTIC MEDIUM HAIR,FELINE,14
V380990,1-Jan,930,324,DOBERMAN,CANINE,7
V380990,1-Jan,720,459,CHIHUAHUA,CANINE,12
V380990,1-Jan,367,125,DOMESTIC SHORT HAIR,FELINE,20
V380990,1-Jan,958,190,SHORTHAIR  DOMESTIC,FELINE,22
V380990,1-Jan,821,404,FRIESIAN CROSS,EQUINE,13
V380990,1-Jan,872,212,BOXER,CANINE,17
V380990,1-Jan,494,215,SHORTHAIR  DOMESTIC,FELINE,6
V380990,1-Jan,619,188,CHIHUAHUA,CANINE,23
